bangumi_id,year,title,old_type,new_type,bangumi_platform,has_tv_relation,classification_reason,bangumi_tags,vote_count,score_visible
39542,2010,小蜜蜂寻亲记 勇气的旋律,theatrical,theatrical,3,yes,同时含剧场版与电影标签，且与 TV 系列存在关联，归入剧场版,剧场版,18,no
16528,2010,火影忍者疾风传 剧场版 失落之塔,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创 / 穿越,1147,yes
16608,2010,火影忍者疾风传 剧场版 鸣人、魔神与三个愿望,other,other,3,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版,314,yes
27879,2010,皮卡丘的不可思议大冒险,other,other,3,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版,57,yes
10797,2010,模型战士高达模型制作家 起始G,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,323,yes
8105,2010,紧扣的星星,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,百合 / 校园 / 恋爱 / OVA / 原创 / GL,1500,yes
55584,2010,剧场版 金属对决 战斗陀螺VS太阳 灼热的侵略者 索尔火焰,theatrical,theatrical,3,yes,同时含剧场版与电影标签，且与 TV 系列存在关联，归入剧场版,剧场版,6,no
397957,2010,剧场版决斗大师 炽热的羁绊XX！！,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,1,no
468100,2010,来自海的使者,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,同人 / 剧场版 / 原创,5,no
8389,2010,女皇之刃 美丽女斗士们,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,411,yes
83441,2010,魔晶石☆魔法少女,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,47,yes
10649,2010,应避忌的狼,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 小说改,291,yes
49851,2010,,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,0,no
110917,2010,龙珠 嗨！归来的孙悟空和同伴们！,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,201,yes
10613,2010,剧场版 快要坏掉的八音盒,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,2390,yes
5972,2010,机动战士高达00 先驱者的觉醒,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 机战 / 原创,3375,yes
8725,2010,,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,279,yes
7666,2010,破刃之剑 第三章 凶刃之痕,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,891,yes
9380,2010,绯色恋,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,校园 / OVA / 漫画改 / 少女向,278,yes
9385,2010,夜樱四重奏 星之海,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,505,yes
8726,2010,红线,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,科幻 / 剧场版 / 原创,3615,yes
20241,2010,我爱你,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,科幻 / 剧场版 / 原创 / 音乐,685,yes
13014,2010,你看起来很好吃,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,2913,yes
99925,2010,圣痕炼金士OAD 女帝的肖像,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,384,yes
577365,2010,异魔神动画3,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,1,no
9639,2010,向阳素描×☆☆☆ 特别篇,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 日常 / 漫画改 / 百合,841,yes
9737,2010,黑执事Ⅱ OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,喜剧 / 悬疑 / 奇幻 / OVA / 漫画改,741,yes
6813,2010,文学少女 翱翔于天空的天使的镇魂曲,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 小说改,1019,yes
98371,2010,某科学的超电磁炮 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,校园 / OVA / 漫画改 / 少年向,5727,yes
13498,2010,电影 Heart Catch 光之美少女!超级时尚秀在花之都...真的吗!?,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,536,yes
11043,2010,破刃之剑 第四章 惨祸之地,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,886,yes
525513,2010,,other,other,3,no,天文馆、科学馆或主题设施专属作品，按统一规则归入其他,短片,1,no
4274,2010,壳中少女 压缩,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,科幻 / 剧场版 / 小说改,2348,yes
204116,2010,龙珠：超级赛亚人灭绝计划,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,115,yes
111231,2010,剧场版3D 我们这一家 -热情的超能力- 母亲大暴走！,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,36,yes
6909,2010,声优初体验！,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,1829,yes
10299,2010,飞轮少年 黑翼与沉睡森林 -Break on the sky-,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,149,yes
28020,2010,酵母君与鸡蛋公主,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版,90,yes
9368,2010,眼镜女友,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,166,yes
8452,2010,玉响,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创 / 日常,1947,yes
18480,2010,死神剧场版 地狱篇,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,778,yes
10488,2010,怪物王女 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,160,yes
16140,2010,妖精的尾巴 总集篇,other,other,2,no,标题或番组计划普通标签标记为总集篇，按统一规则归入其他,OVA,185,yes
10966,2010,棒球大联盟Message,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,100,yes
484352,2010,,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,0,no
10570,2010,哥拉尔骑士团,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,112,yes
211282,2010,大耳猴,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,0,no
10954,2010,百合星人奈绪子,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,百合 / OVA / 漫画改,541,yes
21743,2010,闪电十一人 最强军团王牙来袭,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,93,yes
9751,2010,一起洗澡吧,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,87,yes
6814,2010,文学少女 热恋少女们的狂想曲,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 小说改,946,yes
14109,2010,苍穹之法芙娜 HEAVEN AND EARTH,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,1016,yes
135736,2010,型男恋爱王国,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改 / 萌系 / 少女向 / 日常,8,no
10765,2010,恶魔奶爸 OAD,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,429,yes
43972,2010,第五届东方M-1漫才大赛,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,213,yes
655405,2011,,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,0,no
337293,2011,勇气护身符,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,1,no
337294,2011,把手放在胸前,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,1,no
11142,2011,萝莉的时间～萝莉的夏令时～,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,492,yes
11044,2011,破刃之剑 第五章 死线之涯,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,837,yes
28206,2011,野良剧,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,158,yes
4444,2011,T.P.樱,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,180,yes
11715,2011,.hack//量子,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,418,yes
15885,2011,魔神凯撒SKL,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,239,yes
112596,2011,昭和物语 剧场版,other,other,3,no,标题或番组计划普通标签标记为总集篇，按统一规则归入其他,剧场版,11,no
11629,2011,剧场版 空之境界 终章 空之境界,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,奇幻 / OVA / 小说改,6633,yes
82214,2011,真・恋姬无双～少女大乱～ OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改 / 百合,200,yes
12546,2011,我的女神 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,309,yes
12496,2011,笨蛋，测验，召唤兽 ～祭～,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,校园 / OVA / 小说改,4582,yes
14890,2011,恋爱☆迁都,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,147,yes
13406,2011,装甲骑兵 Case;IRVINE,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,100,yes
13091,2011,FORTUNE ARTERIAL -赤之约束- OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,510,yes
12618,2011,剧场版 超时空要塞F 恋离飞翼,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,科幻 / 剧场版 / 机战 / 恋爱 / 原创 / 音乐,1597,yes
10461,2011,魔法巧克力专门店,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,41,yes
49018,2011,万能蔬菜卜卜侠,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,211,yes
19130,2011,哆啦A梦：新·大雄与铁人兵团,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,科幻 / 喜剧 / 剧场版 / 机战 / 漫画改 / 冒险 / 子供向,1294,yes
162045,2011,航海王：潜入！！千里阳光号,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,22,no
11598,2011,×××HOLiC・笼 徒梦,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,1641,yes
22630,2011,忍者乱太郎 忍术学园全员出动之段,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,40,yes
36004,2011,日常 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 日常 / 漫画改,3089,yes
10743,2011,动不动就挂老师,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,20,no
49019,2011,爷爷的煤油灯,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,523,yes
13045,2011,电影 光之美少女 All Stars DX3 传达到未来！连结世界☆彩虹之花！,movie,movie,3,yes,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版 / 原创,332,yes
49020,2011,羈绊 一击,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,218,yes
14959,2011,美食的俘虏3D 开幕！美食家的冒险！！,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,85,yes
20523,2011,航海王3D：追逐草帽大冒险,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,501,yes
14964,2011,夏姆谢尔之舞,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,58,yes
6998,2011,最游记外传,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,奇幻 / OVA / 漫画改,219,yes
9821,2011,森田同学很沉默 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 百合,503,yes
12885,2011,攻壳机动队 S.A.C. SSS 3D,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,科幻 / 剧场版 / 漫画改,1190,yes
14759,2011,木橱童子,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,344,yes
11045,2011,破刃之剑 第六章 恸哭之寨,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,802,yes
14664,2011,奈奈与薰的SM日记,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,369,yes
14718,2011,祝福的钟声 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,254,yes
229512,2011,,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,35,yes
41735,2011,装甲骑兵 探寻者,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,79,yes
17160,2011,妄想学生会 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,校园 / OVA / 漫画改,4378,yes
16139,2011,妖精的尾巴 欢迎来到 Fairy Hills!!,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,357,yes
15871,2011,名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,290,yes
10308,2011,名侦探柯南 沉默的15分钟,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 悬疑 / 恋爱 / 原创 / 推理,3961,yes
24824,2011,蜡笔小新：黄金间谍大作战,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,627,yes
41736,2011,装甲骑兵 孤影再临,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,166,yes
16579,2011,学园默示录 HIGHSCHOOL OF THE DEAD 番外篇,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,1912,yes
9911,2011,追逐繁星的孩子,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版 / 奇幻 / 原创,2956,yes
10940,2011,妄想改造人改藏,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,741,yes
10335,2011,手塚治虫的佛陀～美丽的红色沙漠～,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,198,yes
146534,2011,寻宝,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,3,no
39195,2011,这个是僵尸吗？ OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫 / 小说改,1441,yes
18864,2011,圣诞之吻SS OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫 / 恋爱 / 游戏改,1280,yes
512206,2011,宝可梦超级愿望：光与影的浑天仪,other,other,3,yes,天文馆、科学馆或主题设施专属作品，按统一规则归入其他,剧场版,11,no
61955,2011,苹果核战记XIII 遗言,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,23,no
18775,2011,玩伴猫耳娘 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫,418,yes
16141,2011,妖精的尾巴 妖精学园 不良少年与大姐头,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,319,yes
13343,2011,永远之久远 第一章 泡沫的花瓣,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版 / 原创,647,yes
472657,2011,青之驱魔师 附赠动画 里驱,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,27,no
18361,2011,名侦探柯南 来自伦敦的秘密指令,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,663,yes
14763,2011,希望宅邸？,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,128,yes
12576,2011,天降之物 计时的悲伤女神,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 后宫 / 漫画改,3466,yes
19322,2011,我们没有翅膀 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,592,yes
10650,2011,战场的女武神3 为了谁所受的枪伤,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,338,yes
431360,2011,,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,1,no
14222,2011,出动！面包超人 可可林与奇迹之星大救援,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,1,no
10799,2011,钢之炼金术师 叹息之丘的圣星,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,2273,yes
19561,2011,剧场版宝可梦 超级愿望: 比克提尼与白英雄 莱希拉姆,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 游戏改,533,yes
19618,2011,剧场版宝可梦 超级愿望: 比克提尼与黑英雄 捷克罗姆,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 游戏改,511,yes
10857,2011,来自虞美人之坡,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,1836,yes
47725,2011,永远之久远 第二章 混沌的兰舞,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,376,yes
14933,2011,宝贝公主,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,后宫 / OVA / 小说改,459,yes
615907,2011,奇幻丽佳公主系列OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,短片 / OVA / 子供向,2,no
14429,2011,寒蝉鸣泣之时 煌,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,3493,yes
630006,2011,世界名作剧场·完结版 你好 安妮,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,0,no
620405,2011,世界名作剧场·完结版 悲惨世界 少女珂赛特,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,1,no
621940,2011,世界名作剧场·完结版 波菲的漫长旅程,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,0,no
27337,2011,铁拳：血之复仇,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 游戏改,180,yes
16854,2011,心之国爱丽丝 剧场版,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 乙女 / 游戏改,122,yes
39091,2011,火影忍者 特别篇 炎之中忍试验！鸣人VS木叶丸！！,other,other,3,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版,365,yes
33514,2011,火影忍者疾风传 剧场版 血狱,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,861,yes
90615,2011,皮卡丘的夏天·桥·故事,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版,30,yes
21942,2011,幻想万华镜 春雪异变之章,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,同人 / OVA / 游戏改,2953,yes
47726,2011,永远之久远 第三章 梦幻的连座,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,357,yes
18882,2011,幻想嘉年华,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,8509,yes
19446,2011,攻壳机动队 塔奇克马的日常,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改 / 科幻,1009,yes
67749,2011,网球王子 那时的我们,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,107,yes
34585,2011,剧场版 魔法老师涅吉！ANIME FINAL,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,214,yes
17792,2011,旋风管家 HEAVEN IS A PLACE ON EARTH,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 漫画改,1181,yes
44690,2011,壳中少女 燃烧,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 小说改 / 科幻,2026,yes
20909,2011,网球王子剧场版 英国庭球城决战！,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,279,yes
22909,2011,露蒂的玩具 EX,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,522,yes
47727,2011,永远之久远 第四章 红莲的焦躁,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,336,yes
23170,2011,只有神知道的世界 四人与偶像,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,后宫 / OVA / 漫画改,1894,yes
428791,2011,光之美少女 All Stars DX 3D电影,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,18,no
12544,2011,萤火之森,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 奇幻 / 恋爱 / 漫画改,9789,yes
41234,2011,麦布里奇的线,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版,63,yes
46077,2011,吸血丸OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,2,no
49983,2011,我的朋友很少 第0话,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫 / 小说改 / 校园,1392,yes
10829,2011,对某飞行员的追忆,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 小说改,1433,yes
24161,2011,死囚乐园 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,444,yes
61956,2011,苹果核战记XIII 预言,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,20,no
28110,2011,青之驱魔师 小黑出走记,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,645,yes
402220,2011,春之笛,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,4,no
22241,2011,向阳素描×SP,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,百合 / OVA / 漫画改 / 日常,820,yes
25610,2011,女皇之刃 叛乱 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,306,yes
84729,2011,樱之温度,movie,movie,3,no,同时含剧场版与原创标签，并有电影证据或无 TV 系列关系，归入动画电影,剧场版,4,no
37007,2011,电影 Suite 光之美少女♪ 夺取回来!连结心中的奇迹旋律♪,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版 / 原创,190,yes
47728,2011,永远之久远 第五章 双绝的来复,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,330,yes
21898,2011,一骑当千 集锷斗士血风录,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,215,yes
41157,2011,,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,19,no
27899,2011,技之旅人,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,35,yes
22946,2011,这个男子，在与外星人作战,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 原创,281,yes
24592,2011,分身战士 ALTERATION TAO,other,other,3,yes,标题或番组计划普通标签标记为总集篇，按统一规则归入其他,科幻 / 剧场版 / 原创 / 战斗,69,yes
14952,2011,英雄传说 空之轨迹,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 游戏改,866,yes
52353,2011,幻想嘉年华 EX Season,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,2179,yes
47729,2011,永远之久远 第六章 永远之永恒,other,other,3,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,剧场版 / 原创,335,yes
162047,2011,航海王3D：激走！陷阱过山车,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,53,yes
12426,2011,轻音少女 剧场版,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,百合 / 剧场版 / 校园 / 漫画改,16822,yes
24545,2011,曾几何时天魔的黑兔 OAD,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,317,yes
337297,2011,,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,0,no
27885,2011,IS OVA 渴望热恋的六重奏,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫 / 小说改,1264,yes
24542,2011,R-15 R15少年漂流记,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,后宫 / OVA,361,yes
30141,2011,棒球大联盟OVA World Series篇,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,85,yes
120067,2011,怪医黑杰克 完结篇,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 漫画改,221,yes
72268,2011,朋友：怪物岛的纳基,theatrical,theatrical,3,no,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,5,no
24541,2011,架向星空之桥 OVA,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA / 后宫 / 游戏改,689,yes
29139,2011,龙与虎OVA 便当的精髓,other,other,2,yes,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,校园 / 恋爱 / OVA / 小说改,4646,yes
33663,2011,闪电十一人GO 究极之绊 狮鹫兽,theatrical,theatrical,3,yes,番组计划用户标签标注为剧场版，且无总集篇标签,剧场版,52,yes
290709,2011,,other,other,2,no,番组计划平台或用户标签标注为 OVA，按统一规则归入其他,OVA,3,no
