bangumi_id,year,title,original_title,matched_tags,reason,bangumi_url
208773,2017,机甲大师,ROBOMASTERS THE ANIMATED SERIES,中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/208773
337863,2017,王兄李兄没完没了的故事,王兄李兄没完没了的故事,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/337863
228129,2017,我是一只独角兽,我是一只独角兽,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/228129
228331,2017,女生宿舍日常 第二季,女生宿舍日常 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/228331
228891,2017,荒野之歌,荒野之歌,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/228891
232985,2017,哈哈滑小稽,哈哈滑小稽,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/232985
229732,2017,暴走恐怖故事 第六季 惊门诡事,暴走恐怖故事 第6季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/229732
311776,2017,片神约约约,片神约约约,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311776
231604,2017,信,The Letter,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/231604
582867,2017,部落冲突,Clash-A-Rama,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/582867
231974,2017,非人哉之神仙也爱吃,非人哉之神仙也爱吃,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/231974
235237,2018,深夜渔堂,深夜渔堂,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/235237
235204,2018,王者歪传,王者歪传,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/235204
234779,2018,混沌之行,混沌之行,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/234779
236566,2018,宿舍不日常,宿舍不日常,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/236566
245129,2018,Joy Story：Joy与鹭,Joy Story：Joy与鹭,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/245129
234061,2018,峡谷重案组 第二季,峡谷重案组2,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/234061
240259,2018,三只兔子 第二季,三只兔子 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/240259
239961,2018,小兵杨来西,小兵・杨来西,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/239961
240298,2018,新麦圈可可美食天下 第二季,新麦圈可可美食天下 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/240298
222203,2018,食神魂 第二季,食神魂 第二季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/222203
241183,2018,百变马丁 第三季,百变马丁 第3季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/241183
228148,2018,SNS警察,SNSポリス,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/228148
249074,2018,百变布鲁可 第二季,百变布鲁可 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/249074
242963,2018,小兵杨来西 第二部,小兵・杨来西 第二部,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/242963
245783,2018,无聊诗社 第二季,无聊诗社 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/245783
246955,2018,蛋星侠,蛋星侠,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/246955
247806,2018,小鸡彩虹 第四季,小鸡彩虹 第4季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/247806
260790,2018,峭壁小镇,CliffSide,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/260790
412679,2018,狐说,狐说,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/412679
247425,2018,吃鸡大作战,吃鸡大作战,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/247425
249069,2018,赛尔号第9季：霹雳九重天,赛尔号第9季：霹雳九重天,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/249069
247284,2018,枪神记 特工世界篇,枪神记 特工世界篇,中国动画 / 国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/247284
247953,2018,斗魂卫之玄月奇缘,斗魂卫之玄月奇缘,中国动画 / 国产 / 国产动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/247953
242737,2018,天才玩偶,天才玩偶,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/242737
252736,2018,纳米学院,纳米学院,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/252736
258390,2018,スペースバグ,スペースバグ,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/258390
415426,2018,无限立方,∞³（无限立方）,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/415426
260496,2018,金牌帮帮帮之家与希望,金牌帮帮帮之家与希望,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/260496
307046,2018,平安京车神记,平安京车神记,中日合作 / 国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/307046
249243,2018,喂，看见耳朵啦,喂，看见耳朵啦,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/249243
259037,2018,天堂镇警局,Paradise PD,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/259037
260937,2018,海尔兄弟宇宙大冒险,海尔兄弟宇宙大冒险,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/260937
262490,2018,黄逗菌 第二季,黄逗菌 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262490
262127,2018,灵邪记,灵邪记,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262127
262826,2018,动物合唱团,动物合唱团,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262826
154771,2018,轩辕剑·苍之曜,軒轅剣・蒼き曜,中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/154771
262677,2018,战斗吧歌姬 第零季,战斗吧歌姬 第零季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262677
223127,2018,狐狸之声,狐狸之声,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/223127
262684,2018,乌龙院之活宝传奇 第2季,乌龙院之活宝传奇 第2季,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262684
262678,2018,战斗吧歌姬 第一季,战斗吧歌姬 第一季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/262678
263194,2018,由你玩四年第一季,由你玩四年 第一季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/263194
305943,2018,峡谷重案组 第三季,峡谷重案组3,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/305943
404730,2018,I Like It,I Like It,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404730
309963,2018,雷霆使命,雷霆使命,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/309963
305599,2018,熊起的圣诞趴,熊起的圣诞趴,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/305599
272027,2018,餐桌上的世说新语,餐桌上的世说新语,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/272027
271248,2019,玄玄英雄传,玄玄英雄传,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/271248
302470,2019,石器時代：尋找傳說中的寵物,石器時代：尋找傳說中的寵物,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/302470
517092,2019,美杜莎 - 前传,MEDUSA - The prequel,台湾,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/517092
274936,2019,合拍学生妹,合拍学生妹,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/274936
271073,2019,喂，看见耳朵啦 第二季,喂，看见耳朵啦 第二季,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/271073
283629,2019,战斗吧歌姬！闪耀的日常,战斗吧歌姬！闪耀的日常,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/283629
295027,2019,STORY,STORY,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/295027
311819,2019,厦门之夏,厦门之夏,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311819
332188,2019,D5小队,D5小队,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/332188
404758,2019,You Should See Me in a Crown,You Should See Me in a Crown,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404758
244900,2019,拾又之国,群青のマグメル,国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/244900
283522,2019,战斗吧歌姬！ 第二季,战斗吧歌姬！ 第二季,中日合作 / 国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/283522
298425,2019,王者？别闹！ 第二季,王者？别闹！ 第二季,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/298425
404735,2019,More feat. Anderson .Paak,More feat. Anderson .Paak,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404735
415184,2019,正义使者,正义使者,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/415184
283642,2019,女武神的餐桌,女武神的餐桌,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/283642
309964,2019,破晓行动队,破晓行动队,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/309964
217405,2019,少女前线 人型小剧场,少女前线 人型小剧场,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/217405
311777,2019,吃鸡大作战 第二季 沙岛生存大挑战,吃鸡大作战 第2季 沙岛生存大挑战,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311777
288384,2019,大主宰,大主宰,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/288384
186447,2019,大炮破坏者,Cannon Busters,美国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/186447
308830,2019,苏-27出击,苏-27出击,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/308830
349087,2019,宝贝赳赳,宝贝赳赳,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/349087
306740,2019,魔道祖师 黏土定格动画,魔道祖师 黏土定格动画,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/306740
292530,2019,声怒,Sturgill Simpson Presents Sound & Fury,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/292530
302137,2019,GO!GO!阿童木,GO!GO!アトム,日法合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/302137
288780,2019,四海鲸骑 第二季,四海鲸骑 第二季,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/288780
337668,2019,麒麟先生,麒麟先生,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/337668
318238,2019,龙太子 第三季,The Dragon Prince Season 3,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/318238
294877,2019,由你玩四年之王者大宿舍,由你玩四年之王者大宿舍,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/294877
305946,2019,峡谷重案组 王者现长安,峡谷重案组 王者现长安,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/305946
293902,2019,餐桌上的世说新语 第二季,餐桌上的世说新语 第二季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/293902
443668,2020,猪屁登,猪屁登,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/443668
311046,2020,LALALACOCO,ラララココ,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311046
247977,2020,仙王的日常生活,仙王的日常生活,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/247977
304301,2020,大理寺日志 定格动画小剧场,大理寺日志 小剧场,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/304301
335766,2020,元气食堂,元气食堂,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/335766
311778,2020,吃鸡大作战 第三季 冰天雪地大挑战,吃鸡大作战 第3季 冰天雪地大挑战,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311778
381849,2020,LALALACOCO,LALALACOCO,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/381849
309965,2020,雷霆使命联合行动,雷霆使命联合行动,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/309965
318868,2020,音符叙事曲,音符叙事曲,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/318868
310323,2020,中小治棒棒哒,中小治棒棒哒,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/310323
260736,2020,恋与制作人,恋とプロデューサー～EVOL×LOVE～,中日合拍,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/260736
356830,2020,阿巳与小铃铛,阿巳与小铃铛,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/356830
311844,2020,怪物公寓之崭新生活,怪物公寓之崭新生活,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311844
311677,2020,三三的恶作剧厨房,三三的恶作剧厨房,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311677
301156,2020,变形金刚：赛博坦之战 第一季,Transformers: War for Cybertron Season 1,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/301156
312153,2020,战疫英雄,战疫英雄,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/312153
311909,2020,任务大师,任务大师,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/311909
310234,2020,人类博物馆,人类博物馆,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/310234
326982,2020,北京最后一班地铁,北京最后一班地铁,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/326982
326983,2020,镜中人,镜中人,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/326983
316183,2020,梦幻书院 第四季,梦幻书院 第四季,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/316183
404767,2020,Sugar Foot,Sugar Foot,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404767
405806,2021,D5小队 第二季,D5小队 第二季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/405806
463612,2021,赛尔号第11季：裂空沧海,赛尔号第11季：裂空沧海,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/463612
331895,2021,梦幻书院之呼吸健康科普,梦幻书院之呼吸健康科普,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/331895
327896,2021,魏晋小剧场,魏晋小剧场,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/327896
107070,2021,环太平洋：黑色禁区,Pacific Rim: The Black,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/107070
404750,2021,Musician,Musician,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404750
337449,2021,小狮子赛几,小狮子赛几,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/337449
277360,2021,武士弥助,Yasuke -ヤスケ-,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/277360
331945,2021,星球大战：残次品小队,Star Wars: The Bad Batch,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/331945
404766,2021,ドライバーズ・ライセンス,ドライバーズ・ライセンス,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404766
516974,2021,春晓,春曉,台湾,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/516974
340940,2021,吃鸡大作战 第4季,吃鸡大作战 第4季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/340940
340272,2021,源神浩劫,源神浩劫,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/340272
653177,2021,海虎序章,海虎序章,中国动画 / 香港,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/653177
341513,2021,Obey Me!,Obey Me!,中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/341513
339915,2021,风姿物语银河篇（下）,风姿物语银河篇（下）,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/339915
404751,2021,Saturday,Saturday,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/404751
362787,2021,乱斗学院,乱斗学院,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/362787
410900,2021,瑞克与莫蒂：秋叶原大决战,Rick and Morty: The Great Yokai Battle of Akihabara,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/410900
354614,2021,我叫MT：归来,我叫MT：归来,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/354614
268048,2021,银翼杀手 黑莲花,Blade Runner: Black Lotus,美国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/268048
410173,2021,篝火花,カガリ ヒバナ,中国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/410173
487686,2021,山神与小枣,山神与小枣,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/487686
402425,2022,精灵梦叶罗丽 第9季 逆亡之战,精灵梦叶罗丽 第9季 逆亡之战,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/402425
363400,2022,Gon的旱獭之獭獭突然想到 第二季,Gon的旱獭之獭獭突然想到 第二季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/363400
366447,2022,Type S: Chiaki's Journey,Type S: Chiaki's Journey,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/366447
653179,2022,海虎VS天道,海虎VS天道,香港,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/653179
427572,2022,狐桃桃与老神仙,狐桃桃与老神仙,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/427572
414975,2022,小狮子赛几 第2季,小狮子赛几 第2季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/414975
481388,2022,这里是峡谷公寓,这里是峡谷公寓,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/481388
416505,2022,MOHA,MOHA,中国动画 / 国产 / 国产动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/416505
390776,2022,2531侦探团的校园日常,2531侦探团的校园日常,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/390776
416907,2022,赴你于回响之时,赴你于回响之时,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/416907
392661,2022,Obey Me! 第二季,Obey Me! The Anime Season 2,中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/392661
375216,2022,铁拳：血脉,TEKKEN BLOODLINE,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/375216
401342,2022,喵喵如此妖娆,喵喵如此妖娆,中国动画 / 国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/401342
463613,2022,赛尔号第12季：焰宇战神,赛尔号第12季：焰宇战神,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/463613
442518,2022,外星也难民：万圣节特别篇,A Sinister Halloween Scary Opposites Solar Special,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/442518
403021,2022,鬼族：雷神传说,ONI ~ 神々山のおなり,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/403021
354190,2022,明日方舟：黎明前奏,アークナイツ【黎明前奏/PRELUDE TO DAWN】,中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/354190
406475,2022,晄輪大祭「障害物競走」,晄輪大祭「障害物競走」,日韩合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/406475
407777,2022,禅：古古与灰尘精灵,禅 グローグーとマックロクロスケ,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/407777
408677,2022,beautiful day dreamer,beautiful day dreamer,日韩合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/408677
386626,2022,索尼克：回家大冒险,Sonic Prime,日美合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/386626
385006,2022,蓝猫龙骑团之龙骑归来,蓝猫龙骑团之龙骑归来,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/385006
362559,2023,星球大战：残次品小队 第二季,Star Wars: The Bad Batch Season 2,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/362559
413617,2023,维将,维将,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/413617
419286,2023,哪吒蓉宝奇遇记,哪吒蓉宝奇遇记,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/419286
326525,2023,骷髅岛,Skull Island,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/326525
442923,2023,如福侍卫队,如福侍卫队,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/442923
444771,2023,中国畅想曲,中国畅想曲,中国动画 / 国产 / 国产动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/444771
450924,2023,神奇图书馆,神奇图书馆,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/450924
444275,2023,迷你世界之守护,迷你世界之守护,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/444275
517093,2023,美杜莎 - 石之国,MEDUSA - The Stone Kingdom,台湾,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/517093
426983,2023,歪小子斯科特,Scott Pilgrim Takes Off,美国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/426983
402754,2023,我的恶魔,ぼくのデーモン,美国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/402754
471261,2024,万古狂帝,万古狂帝,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/471261
472604,2024,不白吃古诗词漫游记 第一季,不白吃古诗词漫游记 第一季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/472604
451460,2024,地下城与勇士之破界少女,地下城与勇士之破界少女,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/451460
475526,2024,神龙星主,神龙星主,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/475526
640940,2024,海底小纵队·中国之旅第1季,Octonauts：China Adventures,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/640940
476495,2024,火神之天启之子,火神之天启之子,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/476495
478878,2024,人类未来狂想曲,人类未来狂想曲,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/478878
454237,2024,星球大战：残次品小队 第三季,Star Wars: The Bad Batch Season 3,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/454237
526370,2024,宝可梦动画图鉴 伊布篇,宝可梦动画图鉴 伊布篇,中国动画 / 国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/526370
405304,2024,家道中二,家道中二,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/405304
640941,2024,海底小纵队第9季,The Octonauts Season9,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/640941
479015,2024,不白吃古诗词漫游记第二季,不白吃古诗词漫游记第二季,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/479015
503985,2024,UP！共创剧场 十万个冷笑话篇,UP！共创剧场 十万个冷笑话篇,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/503985
345765,2024,太素传奇,TAISU project,中国 / 中日合作,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/345765
505503,2024,我的微信通龙宫,我的微信通龙宫,国产 / 国漫,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/505503
440167,2024,负极猎人,负极猎人,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/440167
512359,2024,但愿梦长久,但愿梦长久,中国 / 中国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/512359
286521,2024,诸神的黄昏,Twilight of the Gods,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/286521
480716,2024,科学×冒险与生存！,科学×冒険サバイバル！,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/480716
443929,2024,机动战士高达 复仇的安魂曲,Gundam: Requiem for Vengeance,美国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/443929
520629,2024,维将-降伏其心,维将-降伏其心,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/520629
629655,2025,折叠的唐诗,折叠的唐诗,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/629655
493752,2025,赛几传说,赛几传说,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/493752
500589,2025,逆战之路,逆战之路,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/500589
536157,2025,天都异录,天都异录,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/536157
554337,2025,森林盒子,森林盒子,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/554337
547873,2025,MUZIK TIGER In the Forest,MUZIK TIGER In the Forest,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/547873
452824,2025,靠谱小队,靠谱小队,国产,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/452824
440660,2025,漫威丧尸,Marvel Zombies,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/440660
568800,2025,MUZIK TIGER In the Forest 第二季,MUZIK TIGER In the Forest 第2期,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/568800
536878,2025,科学×冒险与生存！ 第二季,科学×冒険サバイバル！ 第2シリーズ,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/536878
524894,2025,星球大战：幻境 第三季,Star Wars: Visions Volume 3,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/524894
573709,2025,强大九人,The Mighty Nein,美国动画,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/573709
655557,2026,生き残りプレイヤー、二度目のデスゲームで最強無双,生き残りプレイヤー、二度目のデスゲームで最強無双,中国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/655557
655548,2026,養女の役をうまくやり過ぎました,養女の役をうまくやり過ぎました,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/655548
655559,2026,公女様は未来を見通す,公女様は未来を見通す,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/655559
655560,2026,政略結婚なのにどうして執着するのですか？,政略結婚なのにどうして執着するのですか？,韩国,番组计划标签明确标注为其他国家或地区产出,https://bgm.tv/subject/655560
