review_status,year,wikipedia_title_zh,wikipedia_title_ja,wikipedia_release_date,wikipedia_url,candidate_1_id,candidate_1_title_cn,candidate_1_title,candidate_1_score,candidate_2_id,candidate_2_title,candidate_2_score,candidate_3_id,candidate_3_title,candidate_3_score,manual_decision,manual_bangumi_id,manual_note,best_japanese_candidate_id,best_japanese_candidate_title,japanese_similarity,core_title_similarity,release_month_day_same,uniqueness_margin,automatic_review_note
wikipedia_only,1981,时空巡警队救助超人,タイムパトロール隊オタスケマン アターシャの結婚披露宴!?,3月14日,https://zh.wikipedia.org/wiki/1980年代日本動畫列表,653904,塔罗的诞生,タローの誕生,0.25,431538,SPACY,0.1818,69467,人参果,0.1667,,,,653904,タローの誕生,0.25,0.25,no,0.25,未达到保守的自动确认阈值
wikipedia_only,1981,宇宙战舰大和号 新的旅程,宇宙戦艦ヤマト 新たなる旅立ち,3月14日,https://zh.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E6%88%B0%E8%89%A6%E5%A4%A7%E5%92%8C%E8%99%9F_%E6%96%B0%E7%9A%84%E6%97%85%E7%A8%8B,37278,宇宙战士巴鲁迪奥斯 剧场版,宇宙戦士バルディオス 劇場版,0.2609,113087,Heavy Metal,0.25,312001,21エモン 宇宙へいらっしゃい!,0.1905,,,,37278,宇宙戦士バルディオス 劇場版,0.2963,0.3333,no,0.1228,未达到保守的自动确认阈值
wikipedia_only,2000,ONE PIECE 黄金岛大冒险,ONE PIECE,3月4日,https://zh.wikipedia.org/wiki/ONE_PIECE_%E9%BB%83%E9%87%91%E5%B3%B6%E5%A4%A7%E5%86%92%E9%9A%AA,1869,航海王:黄金岛大冒险,ONE PIECE the movie,0.6667,112655,A・LI・CE,0.4615,696884,Digimon: The Movie,0.4348,,,,1869,ONE PIECE the movie,0.6667,1.0,yes,0.5635,未达到保守的自动确认阈值
wikipedia_only,2000,人狼 JIN-ROH,人狼 JIN-ROH,6月3日,https://zh.wikipedia.org/wiki/%E4%BA%BA%E7%8B%BC_JIN-ROH,112357,恐龙,Dinosaur,0.375,388278,John Henry,0.3529,58914,Chicken Run,0.3333,,,,112357,Dinosaur,0.375,0.375,no,0.0221,未达到保守的自动确认阈值
wikipedia_only,2001,吸血鬼猎人D,Vampire Hunter D: Bloodlust,2001年4月,https://zh.wikipedia.org/wiki/%E5%90%B8%E8%A1%80%E9%AC%BC%E7%8C%8E%E4%BA%BAD,112362,暑假历险,Recess: School's Out,0.4103,299510,Marco Polo: Return to Xanadu,0.3913,112881,Recess Christmas: Miracle on Third Street,0.3793,,,,112362,Recess: School's Out,0.4103,0.4103,no,0.019,未达到保守的自动确认阈值
likely_translation,2001,数码宝贝驯兽师之王 冒险者之战斗,冒険者たちの戦い,2001年7月14日,https://zh.wikipedia.org/wiki/%E6%95%B8%E7%A2%BC%E5%AF%B6%E8%B2%9D%E9%A6%B4%E7%8D%B8%E5%B8%AB%E4%B9%8B%E7%8E%8B,3137,数码宝贝驯兽师之王 冒险者的战斗,デジモンテイマーズ 冒険者たちの戦い,0.9333,3136,デジモンアドベンチャー02 ディアボロモンの逆襲,0.3871,310067,私たちの暮らしと土木,0.3333,,,,3137,デジモンテイマーズ 冒険者たちの戦い,0.64,0.64,yes,0.3317,未达到保守的自动确认阈值
likely_translation,2001,犬夜叉 跨越时代的思念,犬夜叉 跨越时代的思念,2001年12月15日,https://zh.wikipedia.org/wiki/%E7%8A%AC%E5%A4%9C%E5%8F%89,18617,犬夜叉 穿越时空的思念,犬夜叉 時代を越える想い,0.8,475810,ジェネレーション・オブ・カオス プロローグ,0.2857,3025,劇場版ポケットモンスター セレビィ 時を超えた遭遇,0.1538,,,,18617,犬夜叉 穿越时空的思念,0.8,0.8,yes,0.5393,未达到保守的自动确认阈值
likely_translation,2002,数码宝贝驯兽师之王 暴走特急,暴走デジモン特急,3月2日,https://zh.wikipedia.org/wiki/%E6%95%B8%E7%A2%BC%E5%AF%B6%E8%B2%9D%E9%A6%B4%E7%8D%B8%E5%B8%AB%E4%B9%8B%E7%8E%8B,3138,数码宝贝驯兽师之王 暴走数码宝贝特急,デジモンテイマーズ 暴走デジモン特急,0.8667,3139,デジモンフロンティア 古代デジモン復活!!,0.3077,16393,デジタルジュース,0.25,,,,3138,デジモンテイマーズ 暴走デジモン特急,0.64,0.64,yes,0.3573,未达到保守的自动确认阈值
wikipedia_only,2009,宵星传奇〜 The First Strike 〜,テイルズ オブ ヴェスペリア,10月3日,https://zh.wikipedia.org/wiki/%E5%AE%B5%E6%98%9F%E5%82%B3%E5%A5%87,2859,宵星传说~首鸣~,テイルズ オブ ヴェスペリア ~The First Strike~,0.6364,58962,Monsters vs. Aliens,0.4118,16250,テイルエンダーズ,0.4,,,,2859,テイルズ オブ ヴェスペリア ～The First Strike～,0.6316,0.6316,yes,0.2566,未达到保守的自动确认阈值
wikipedia_only,2010,秘密结社鹰之爪 THE MOVIE3,秘密結社 鷹の爪 THE MOVIE3~http:// 鷹の爪.jpは永遠に~,1月16日,https://zh.wikipedia.org/w/index.php?title=%E7%A5%95%E5%AF%86%E7%B5%90%E7%A4%BE%E9%B7%B9%E4%B9%8B%E7%88%AA&action=edit&redlink=1,3485,魔法少女奈叶 The MOVIE 1st,魔法少女リリカルなのは The MOVIE 1st,0.4848,12985,The Lost Thing,0.3571,325085,"Ultramarines: A Warhammer 40,000 Movie",0.3333,,,,3485,魔法少女リリカルなのは The MOVIE 1st,0.3922,0.1143,no,0.0995,未达到保守的自动确认阈值
wikipedia_only,2010,蔬菜妖精 纽约沙拉,やさいのようせい N.Y.SALAD The Movie,2月13日,https://zh.wikipedia.org/w/index.php?title=%E8%94%AC%E8%8F%9C%E5%A6%96%E7%B2%BE_%E7%B4%90%E7%B4%84%E6%B2%99%E6%8B%89&action=edit&redlink=1,325085,,"Ultramarines: A Warhammer 40,000 Movie",0.4,3485,魔法少女リリカルなのは The MOVIE 1st,0.4,172220,Moomins and the Comet Chase,0.3913,,,,325085,"Ultramarines: A Warhammer 40,000 Movie",0.4,0.1905,no,0.0,未达到保守的自动确认阈值
wikipedia_only,2010,怪谈餐馆 剧场版,劇場版 怪談レストラン,8月17日,https://zh.wikipedia.org/wiki/%E6%80%AA%E8%AB%87%E9%A4%90%E9%A4%A8,5832,黑塔利亚剧场版,"銀幕ヘタリア Axis Powers Paint it, White(白くぬれ!)",0.4286,3183,劇場版“文学少女”,0.4286,18480,劇場版BLEACH 地獄篇,0.4,,,,3183,劇場版“文学少女”,0.3529,0.0,no,0.0372,未达到保守的自动确认阈值
wikipedia_only,2010,五彩缤纷,カラフル,8月21日,https://zh.wikipedia.org/w/index.php?title=%E4%BA%94%E5%BD%A9%E7%B9%BD%E7%B4%9B&action=edit&redlink=1,10570,哥拉尔骑士团,グラール騎士団,0.3636,49851,メカ☆アフロくん,0.3636,4274,マルドゥック・スクランブル 圧縮,0.2222,,,,10570,グラール騎士団,0.3636,0.3636,no,0.0,未达到保守的自动确认阈值
wikipedia_only,2010,鬼神传,鬼神伝,10月9日,https://zh.wikipedia.org/w/index.php?title=%E9%AC%BC%E7%A5%9E%E5%82%B3&action=edit&redlink=1,3782,光环:传奇,Halo Legends,0.2857,137522,西游新传,0.2857,85767,西域传奇,0.2857,,,,3782,,0.0,0.0,no,0.0,未达到保守的自动确认阈值
likely_translation,2011,昭和物语,昭和物語,1月29日,https://zh.wikipedia.org/wiki/%E6%98%AD%E5%92%8C%E7%89%A9%E8%AA%9E,112596,昭和物语 剧场版,テレビまんが 昭和物語 劇場版,0.7273,49364,Les contes de la nuit,0.4,97392,Lauras Stern und die Traummonst,0.2667,,,,112596,昭和物语 剧场版,0.5455,0.75,yes,0.5083,未达到保守的自动确认阈值
likely_translation,2011,新·大雄与铁人兵团,新・のび太と鉄人兵団 〜はばたけ 天使たち〜,3月5日,https://zh.wikipedia.org/wiki/%E6%96%B0%C2%B7%E5%A4%A7%E9%9B%84%E8%88%87%E9%90%B5%E4%BA%BA%E5%85%B5%E5%9C%98,19130,哆啦A梦:新·大雄与铁人兵团,映画ドラえもん 新・のび太と鉄人兵団 〜はばたけ 天使たち〜,0.8293,22946,この男子、宇宙人と戦えます。,0.2105,24824,クレヨンしんちゃん 嵐を呼ぶ黄金のスパイ大作戦,0.2105,,,,19130,映画ドラえもん 新・のび太と鉄人兵団 〜はばたけ 天使たち〜,0.8293,0.8718,yes,0.7589,未达到保守的自动确认阈值
wikipedia_only,2011,ONE PIECE 3D 草帽追逐战”×“,JUMP HEROES film 「ONE PIECE 3D 麥わらチェイス」×「トリコ3D 開幕!グルメアドベンチャー!!」,3月19日,https://zh.wikipedia.org/wiki/ONE_PIECE_3D_%E8%8D%89%E5%B8%BD%E8%BF%BD%E9%80%90%E6%88%B0,20523,航海王3D:追逐草帽大冒险,ONE PIECE 3D 麦わらチェイス,0.625,162047,ONE PIECE 3D 激走!トラップコースター,0.5556,14959,トリコ3D 開幕!グルメアドベンチャー!!,0.5231,,,,14959,トリコ3D 開幕!グルメアドベンチャー!!,0.5231,0.5231,yes,0.0308,未达到保守的自动确认阈值
likely_translation,2011,精灵宝可梦剧场版:比克提尼与黑英雄 捷克罗姆/白英雄 雷希拉姆,劇場版ポケットモンスター ベストウイッシュ ビクティニと黒き英雄 ゼクロム&ビクティニと白き英雄 レシラム,7月16日,https://zh.wikipedia.org/wiki/%E7%A5%9E%E5%A5%87%E5%AF%B6%E8%B2%9D%E5%8A%87%E5%A0%B4%E7%89%88%EF%BC%9A%E6%AF%94%E5%85%8B%E6%8F%90%E5%B0%BC%E8%88%87%E9%BB%91%E8%8B%B1%E9%9B%84_%E6%8D%B7%E5%85%8B%E7%BE%85%E5%A7%86/%E7%99%BD%E8%8B%B1%E9%9B%84_%E9%9B%B7%E5%B8%8C%E6%8B%89%E5%A7%86,19561,剧场版宝可梦 超级愿望: 比克提尼与白英雄 莱希拉姆,劇場版ポケットモンスター ベストウイッシュ ビクティニと白き英雄 レシラム,0.8293,19618,劇場版ポケットモンスター ベストウイッシュ ビクティニと黒き英雄 ゼクロム,0.8293,512206,ポケットモンスター ベストウイッシュ 光と影のテンキュウギ,0.48,,,,19561,劇場版ポケットモンスター ベストウイッシュ ビクティニと白き英雄 レシラム,0.8293,0.8158,yes,0.0,未达到保守的自动确认阈值
wikipedia_only,2012,创世纪传说:世界的彼方(.hack//The Movie),ドットハック セカイの向こうに(.hack//The Movie),1月21日,https://zh.wikipedia.org/wiki/%E5%89%B5%E4%B8%96%E7%B4%80%E5%82%B3%E8%AA%AA_%E4%B8%96%E7%95%8C%E7%9A%84%E5%BD%BC%E6%96%B9,30302,.hack//世界的彼方,ドットハック セカイの向こうに,0.7,35679,魔法少女リリカルなのは The MOVIE 2nd A's,0.4,38081,ROAD TO NINJA -NARUTO THE MOVIE-,0.383,,,,30302,ドットハック セカイの向こうに,0.7,0.875,yes,0.54,未达到保守的自动确认阈值
likely_translation,2012,大雄与奇迹之岛~动物历险记~,のび太と奇跡の島~アニマル アドベンチャー~,3月3日,https://zh.wikipedia.org/wiki/%E5%A4%A7%E9%9B%84%E8%88%87%E5%A5%87%E8%B9%9F%E4%B9%8B%E5%B3%B6~%E5%8B%95%E7%89%A9%E6%AD%B7%E9%9A%AA%E8%A8%98~,24815,哆啦A梦:大雄与奇跡之岛~动物历险记~,映画ドラえもん のび太と奇跡の島 〜アニマル アドベンチャー〜,0.8444,222093,大兵金宝历险记,0.4211,116163,Barbie In A Mermaid Tale 2,0.3636,,,,24815,映画ドラえもん のび太と奇跡の島 〜アニマル アドベンチャー〜,0.8444,0.8837,yes,0.9087,未达到保守的自动确认阈值
wikipedia_only,2012,女神异闻录 4 -the Factor of Hope-,ペルソナ4 -the Factor of Hope-,6月9日,https://zh.wikipedia.org/w/index.php?title=%E5%A5%B3%E7%A5%9E%E7%95%B0%E8%81%9E%E9%8C%84_4_-the_Factor_of_Hope-&action=edit&redlink=1,41019,女神异闻录4 剧场版,PERSONA4 the Animation -the Factor of Hope-,0.5818,67818,Head Over Heels,0.4242,132476,The Honey Plot,0.375,,,,41019,ペルソナ4 the Animation -the Factor of Hope-,0.7692,0.7692,yes,0.37,未达到保守的自动确认阈值
likely_translation,2012,火影忍者疾风传剧场版 忍者之路,劇場版 NARUTO -ナルト- ロード・トゥ・ニンジャ,7月28日,https://zh.wikipedia.org/wiki/%E7%81%AB%E5%BD%B1%E5%BF%8D%E8%80%85%E7%96%BE%E9%A2%A8%E5%82%B3%E5%8A%87%E5%A0%B4%E7%89%88_%E5%BF%8D%E8%80%85%E4%B9%8B%E8%B7%AF,38081,火影忍者 剧场版 忍者之路,ROAD TO NINJA -NARUTO THE MOVIE-,0.88,45841,.hack//Versus タナトスレポート,0.359,30361,劇場版 FAIRY TAIL 鳳凰の巫女,0.3158,,,,38081,劇場版NARUTO-ナルト- ROAD TO NINJA,0.5455,0.4737,yes,0.1816,未达到保守的自动确认阈值
likely_translation,2012,Code Geass 亡国的阿基德 第1章,コードギアス 亡国のアキト 第1章,8月4日,https://zh.wikipedia.org/wiki/Code_Geass_%E4%BA%A1%E5%9C%8B%E7%9A%84AKITO,24593,Code Geass 亡国的阿基德 第一章「翼龙降临」,コードギアス 亡国のアキト 第1章「翼竜は舞い降りた」,0.85,35866,コードギアス 反逆のルルーシュ ナナリーinワンダーランド,0.5,219690,Contre temps,0.3448,,,,24593,コードギアス 亡国のアキト 第1章「翼竜は舞い降りた」,0.7895,0.7895,yes,0.4811,未达到保守的自动确认阈值
wikipedia_only,2013,机动战士高达UC 第6话“宇宙与地球”,機動戦士ガンダムUC episode 6「宇宙と地球と」,3月2日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_UC,65601,机动战士高达AGE MEMORY OF EDEN,機動戦士ガンダムAGE MEMORY OF EDEN,0.5106,65970,機動戦士ガンダム 第08MS小隊 三次元との戦い,0.4348,61498,攻殻機動隊ARISE border:1 Ghost Pain,0.28,,,,65601,機動戦士ガンダムAGE MEMORY OF EDEN,0.5106,0.5106,no,0.0759,未达到保守的自动确认阈值
likely_translation,2013,花样河童剧场版:开花!蝶之国的大冒险,映画はなかっぱ 花さけ! パッカ~ん♪ 蝶の国の大冒険,4月12日,https://zh.wikipedia.org/w/index.php?title=%E8%8A%B1%E6%A8%A3%E6%B2%B3%E7%AB%A5&action=edit&redlink=1,204864,剧场版花样河童 蝶之国的大冒险,映画はなかっぱ 花さけ!パッカ〜ん♪ 蝶の国の大冒険 ザッツ・はなかっぱミュージカル パンとごはん、どっちなの!?,0.7333,64988,劇場版FAIRY TAIL 序章「はじまりの朝」,0.3226,139951,Tom and Jerry's Giant Adventure,0.3077,,,,204864,映画はなかっぱ 花さけ!パッカ〜ん♪ 蝶の国の大冒険 ザッツ・はなかっぱミュージカル パンとごはん、どっちなの!?,0.6269,0.6032,yes,0.5139,未达到保守的自动确认阈值
wikipedia_only,2013,宇宙海盗夏罗古,キャプテンハーロック,9月7日,https://zh.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E6%B5%B7%E7%9B%9C%E5%A4%8F%E7%BE%85%E5%8F%A4,89594,宇宙海盗船长哈洛克,キャプテンハーロック -SPACE PIRATE CAPTAIN HARLOCK-,0.5,53575,キックハート,0.375,79397,劇場版 トレインヒーロー,0.2857,,,,89594,キャプテンハーロック -SPACE PIRATE CAPTAIN HARLOCK-,0.4444,0.4444,yes,0.0944,未达到保守的自动确认阈值
likely_translation,2014,机动战士高达UC 第7话“彩虹的彼端”,機動戦士ガンダムUC episode 7「虹の彼方に」,5月17日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_UC,560214,机动战士高达UC episode EX 百年孤独,機動戦士ガンダムUC episode EX 百年の孤独,0.766,110062,弱虫ペダル Re:RIDE,0.2941,89486,攻殻機動隊ARISE border:3 Ghost Tears,0.28,,,,560214,機動戦士ガンダムUC episode EX 百年の孤独,0.766,0.766,yes,0.4968,未达到保守的自动确认阈值
wikipedia_only,2014,剧场版“女神异闻录3”第2章,劇場版「ペルソナ3」第2章,6月7日,https://zh.wikipedia.org/wiki/%E5%A5%B3%E7%A5%9E%E7%95%B0%E8%81%9E%E9%8C%843,88731,女神异闻录3 剧场版 第二章 仲夏骑士之梦,PERSONA3 THE MOVIE #2 Midsummer Knight's Dream,0.5333,81846,劇場版 薄桜鬼 第二章 士魂蒼穹,0.4167,109053,THE LAST -NARUTO THE MOVIE-,0.381,,,,88731,ペルソナ3 劇場版,0.5263,0.7692,yes,0.3776,未达到保守的自动确认阈值
likely_translation,2014,圣斗士星矢 LEGEND of SANCTUARY,聖闘士星矢 レジェンドオブサンクチュアリ,6月21日,https://zh.wikipedia.org/wiki/%E8%81%96%E9%AC%A5%E5%A3%AB%E6%98%9F%E7%9F%A2_LEGEND_of_SANCTUARY,38228,圣斗士星矢 圣域传说,聖闘士星矢 LEGEND of SANCTUARY,0.9091,95795,Legends of Oz: Dorothy’s Retur,0.5217,116276,Penguins of Madagascar,0.381,,,,38228,聖闘士星矢 SAINT SEIYA,0.2941,0.2941,yes,0.3191,未达到保守的自动确认阈值
likely_translation,2014,K MISSING KINGS,K MISSING KINGS,7月12日,https://zh.wikipedia.org/wiki/K_(%E5%8B%95%E7%95%AB),60003,K 失落之王,劇場版 K MISSING KINGS,0.8966,79676,絶滅危愚少女 Amazing Twins,0.4516,126242,A Single Life,0.4167,,,,60003,劇場版 K MISSING KINGS,0.8966,1.0,yes,0.5734,未达到保守的自动确认阈值
likely_translation,2014,强袭魔女 Operation Victory Arrow Vol.1 圣特雷登的雷鸣,ストライクウィッチーズ Operation Victory Arrow Vol.1 サン・トロンの雷鳴,9月20日,https://zh.wikipedia.org/wiki/%E5%BC%B7%E8%A5%B2%E9%AD%94%E5%A5%B3,85339,强袭魔女 胜利之箭行动,ストライクウィッチーズ Operation Victory Arrow,0.8421,108916,BROTHERS CONFLICT OVA,0.3636,114062,ミス・モノクローム -The Animation- 「MANAGER」,0.2817,,,,85339,ストライクウィッチーズ Operation Victory Arrow,0.8421,0.8421,no,0.5246,未达到保守的自动确认阈值
wikipedia_only,2014,黑执事 Book of Murder 前篇,黒執事 Book of Murder 前編,10月25日,https://zh.wikipedia.org/wiki/%E9%BB%91%E5%9F%B7%E4%BA%8B,117645,生命之书,The Book of Life,0.4667,111894,O Menino e o Mundo,0.3871,95796,How to Train Your Dragon 2,0.3684,,,,117645,The Book of Life,0.4667,0.4667,no,0.0796,未达到保守的自动确认阈值
wikipedia_only,2014,黑执事 Book of Murder 后篇,黒執事 Book of Murder 後編,11月15日,https://zh.wikipedia.org/wiki/%E9%BB%91%E5%9F%B7%E4%BA%8B,117645,生命之书,The Book of Life,0.4667,111894,O Menino e o Mundo,0.3871,95796,How to Train Your Dragon 2,0.3684,,,,117645,The Book of Life,0.4667,0.4667,no,0.0796,未达到保守的自动确认阈值
wikipedia_only,2014,摇曳百合 夏日时光!,ゆるゆり なちゅやちゅみ!,11月29日,https://zh.wikipedia.org/wiki/%E8%BC%95%E9%AC%86%E7%99%BE%E5%90%88,640993,胡桃夹子幻想 重制版,くるみ割り人形,0.2222,84501,夏目友人帳 いつかゆきのひに,0.1905,102797,ふたりエッチ,0.1429,,,,640993,くるみ割り人形,0.2222,0.2222,yes,0.0119,未达到保守的自动确认阈值
wikipedia_only,2014,鬼灯的冷彻(OAD),鬼灯の冷徹,12月6日,https://zh.wikipedia.org/wiki/%E9%AC%BC%E7%87%88%E7%9A%84%E5%86%B7%E5%BE%B9,104196,伪恋 OAD,ニセコイ OAD,0.4615,118696,姉ログ 靄子姉さんの止まらないモノローグ,0.4444,84864,ノラガミ OAD,0.4286,,,,84864,ノラガミ OAD,0.1667,0.1667,no,0.0833,未达到保守的自动确认阈值
wikipedia_only,2015,强袭魔女 Operation Victory Arrow 第2话 爱琴海的女神,ストライクウィッチーズ Operation Victory Arrow Vol.2 エーゲ海の女神,1月10日,https://zh.wikipedia.org/wiki/%E5%BC%B7%E8%A5%B2%E9%AD%94%E5%A5%B3,144562,今夕何夕,World of Tomorrow,0.3673,491193,Open Season: Scared Silly,0.3273,117151,PERSONA3 THE MOVIE #3 Falling Down,0.3226,,,,491193,Open Season: Scared Silly,0.3125,0.3125,no,0.0022,未达到保守的自动确认阈值
likely_translation,2015,机动战士高达 THE ORIGIN I 蓝眼的卡斯巴尔,機動戦士ガンダム THE ORIGIN I 青い瞳のキャスバル,2月28日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_THE_ORIGIN,62680,机动战士高达 THE ORIGIN,機動戦士ガンダム THE ORIGIN,0.7895,133858,The Good Dinosaur,0.3158,131090,学園ハンサム The Animation,0.3111,,,,62680,機動戦士ガンダム THE ORIGIN,0.7727,0.7727,no,0.4616,未达到保守的自动确认阈值
wikipedia_only,2015,翠星上的加尔冈缇亚~遥远的巡回航路~后篇,翠星のガルガンティア~めぐる航路、遥か~ 後編,4月4日,https://zh.wikipedia.org/wiki/%E7%BF%A0%E6%98%9F%E4%B8%8A%E7%9A%84%E5%8A%A0%E7%88%BE%E5%B2%A1%E7%B7%B9%E4%BA%9E,72266,少女与战车 剧场版,ガールズ&パンツァー 劇場版,0.1935,101267,劇場版 進撃の巨人 後編〜自由の翼〜,0.1875,130609,台風のノルダ,0.1667,,,,72266,ガールズ＆パンツァー 劇場版,0.1935,0.2143,no,0.0143,未达到保守的自动确认阈值
wikipedia_only,2015,幸福光晕~毕业写真~第1部 芽,たまゆら~卒業写真~第1部 芽-きざし-,4月4日,https://zh.wikipedia.org/wiki/%E5%B9%B8%E7%A6%8F%E5%85%89%E6%9A%88,109869,玉响~毕业写真~,たまゆら~卒業写真~,0.6957,163169,第10回東方M-1ぐらんぷり,0.1739,139400,おでまし小魔神フーパ,0.16,,,,109869,たまゆら～卒業写真～,0.6957,0.6957,no,0.5357,未达到保守的自动确认阈值
wikipedia_only,2015,剧场版“女神异闻录3”第3章,劇場版「ペルソナ3」第3章,4月4日,https://zh.wikipedia.org/wiki/%E5%A5%B3%E7%A5%9E%E7%95%B0%E8%81%9E%E9%8C%843,117151,女神异闻录3 剧场版 第三章 秋降,PERSONA3 THE MOVIE #3 Falling Down,0.6154,129222,劇場版 弱虫ペダル,0.5263,107099,劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- DC,0.3226,,,,117151,ペルソナ3 劇場版,0.5263,0.7692,yes,0.2679,未达到保守的自动确认阈值
wikipedia_only,2015,强袭魔女 Operation Victory Arrow 第3话 阿纳姆的桥,ストライクウィッチーズ Operation Victory Arrow Vol.3 アルンヘムの橋,5月2日,https://zh.wikipedia.org/wiki/%E5%BC%B7%E8%A5%B2%E9%AD%94%E5%A5%B3,144562,今夕何夕,World of Tomorrow,0.375,491193,Open Season: Scared Silly,0.3333,117151,PERSONA3 THE MOVIE #3 Falling Down,0.3279,,,,491193,Open Season: Scared Silly,0.3125,0.3125,no,0.0022,未达到保守的自动确认阈值
likely_translation,2015,DuRaRaRa!!×2 承 第4.5话“我的心是火锅的形状”,デュラララ!!×2 承 外伝!? 第4.5話「私の心は鍋模様」,5月30日,https://zh.wikipedia.org/wiki/%E7%84%A1%E9%A0%AD%E9%A8%8E%E5%A3%AB%E7%95%B0%E8%81%9E%E9%8C%84_DuRaRaRa!!,126581,无头骑士异闻录×2 承 我的心是火锅的形状,デュラララ!!×2 承 私の心は鍋模様,0.8235,163873,Battle of Surabaya,0.2564,119034,Hotel Transylvania 2,0.2439,,,,126581,デュラララ!!×2 承 私の心は鍋模様,0.8235,0.8235,no,0.7435,未达到保守的自动确认阈值
wikipedia_only,2015,幸福光晕~毕业写真~第2部 响,たまゆら~卒業写真~第2部 響-ひびき-,8月29日,https://zh.wikipedia.org/wiki/%E5%B9%B8%E7%A6%8F%E5%85%89%E6%9A%88,109869,玉响~毕业写真~,たまゆら~卒業写真~,0.6957,139786,12歳。 第2期,0.2222,118910,あの日見た花の名前を僕達はまだ知らない。 新剧场版,0.1579,,,,109869,たまゆら～卒業写真～,0.6957,0.6957,no,0.5052,未达到保守的自动确认阈值
likely_translation,2015,机动战士高达 THE ORIGIN II 悲伤的阿尔黛西亚,機動戦士ガンダム THE ORIGIN II 哀しみのアルテイシア,10月31日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_THE_ORIGIN,62680,机动战士高达 THE ORIGIN,機動戦士ガンダム THE ORIGIN,0.75,131090,学園ハンサム The Animation,0.3404,133858,The Good Dinosaur,0.3,,,,62680,機動戦士ガンダム THE ORIGIN シャア・セイラ編,0.7547,0.7547,no,0.4143,未达到保守的自动确认阈值
wikipedia_only,2015,DuRaRaRa!!×2 转 外传!? 第13.5话,デュラララ!!×2 転 外伝!? 第13.5話「お惚気チャカポコ」,11月14日,https://zh.wikipedia.org/wiki/%E7%84%A1%E9%A0%AD%E9%A8%8E%E5%A3%AB%E7%95%B0%E8%81%9E%E9%8C%84_DuRaRaRa!!,126581,无头骑士异闻录×2 承 我的心是火锅的形状,デュラララ!!×2 承 私の心は鍋模様,0.3333,163873,Battle of Surabaya,0.303,119034,Hotel Transylvania 2,0.2857,,,,126581,デュラララ!!×2 承 私の心は鍋模様,0.3333,0.3333,no,0.2593,未达到保守的自动确认阈值
wikipedia_only,2015,幸福光晕~毕业写真~第3部 憧,たまゆら~卒業写真~第3部 憧-あこがれ-,11月28日,https://zh.wikipedia.org/wiki/%E5%B9%B8%E7%A6%8F%E5%85%89%E6%9A%88,109869,玉响~毕业写真~,たまゆら~卒業写真~,0.6667,118910,あの日見た花の名前を僕達はまだ知らない。 新剧场版,0.1538,119344,心が叫びたがってるんだ。,0.1481,,,,109869,たまゆら～卒業写真～,0.6667,0.6667,no,0.5185,未达到保守的自动确认阈值
wikipedia_only,2016,幸福光晕~毕业写真~第4部 朝,たまゆら~卒業写真~第4部 朝-あした-,4月2日,https://zh.wikipedia.org/wiki/%E5%B9%B8%E7%A6%8F%E5%85%89%E6%9A%88,183394,元气少女缘结神 新婚篇,神様はじめました「神様、幸せになる」,0.2,157922,天地無用! 魎皇鬼 第四期,0.1818,177084,ダイヤのA act2 OAD,0.1818,,,,183394,神様はじめました「神様、幸せになる」,0.2,0.2,no,0.04,未达到保守的自动确认阈值
wikipedia_only,2016,机动战士高达 THE ORIGIN III 破晓起义,機動戦士ガンダムTHE ORIGIN III 暁の蜂起,5月21日,https://zh.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%B0%E5%A3%ABGUNDAM_THE_ORIGIN,180172,机动战士高达 雷霆宙域 DECEMBER SKY,機動戦士ガンダム サンダーボルト DECEMBER SKY,0.4,190485,Kubo and the Two Strings,0.3333,110658,Under The Dog,0.303,,,,180172,機動戦士ガンダム サンダーボルト DECEMBER SKY,0.4,0.4,no,0.0818,未达到保守的自动确认阈值
wikipedia_only,2016,DuRaRaRa!!×2 转 外传!? 第19.5话“DuFuFuFu!!”,デュラララ!!×2 転 外伝!? 第19.5話「デュフフフ!!」,5月21日,https://zh.wikipedia.org/wiki/%E7%84%A1%E9%A0%AD%E9%A8%8E%E5%A3%AB%E7%95%B0%E8%81%9E%E9%8C%84_DuRaRaRa!!,172957,无头骑士异闻录×2 结 DuFuFuFu!!,デュラララ!!×2 結 デュフフフ!!,0.7097,145745,デュラララ!!×2 転 お惚気チャカポコ,0.4118,294627,Decorado,0.2424,,,,172957,デュラララ!!×2 結 デュフフフ!!,0.7097,0.7097,no,0.2979,未达到保守的自动确认阈值
