year,bangumi_id,title,type,bangumi_platform,theatrical_status,theatrical_release_dates,other_country_release_dates,home_video_release_dates,runtime,runtime_minutes,classification_reason,metadata_needs_review
2006,220048,山古志村的玛丽和三只小狗,ova,OVA,not_listed,,,2006-04-27,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,18458,天使之羽,ova,OVA,not_listed,,,2006年4月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,66308,蜜x蜜水果糖,ova,OVA,not_listed,,,2006年4月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,23157,秋之回忆5 中断的胶片,ova,OVA,not_listed,,,2006年5月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,2689,全金属狂潮 The Second Raid OVA 战队长悠闲的一天,ova,OVA,not_listed,,,2006年5月26日,29分钟32秒,29,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2006,117899,机动战士高达SEED DESTINY Special Edition,ova,OVA,not_listed,,,2006年5月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,118798,,ova,OVA,not_listed,,,2006-05-27,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,9324,远方城堡里的优娜,ova,OVA,not_listed,,,2006-05-28,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,49808,创造性遗传基因,movie,Movie,confirmed,2006年6月12日,,,57分钟,57,番组计划平台为 Movie，标题未标为剧场版,no
2006,25400,银河铁道之夜,movie,Movie,confirmed,2006年6月17日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,10555,和爸爸KISS,ova,OVA,not_listed,,,2006-06-25,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,498326,种山原之夜,movie,Movie,confirmed,2006年7月7日,,,28分钟,28,番组计划平台为 Movie，标题未标为剧场版,no
2006,5421,勇者的故事,movie,Movie,confirmed,2006年7月8日,,,112分钟,112,番组计划平台为 Movie，标题未标为剧场版,no
2006,85215,数码宝贝拯救者3D 数码世界危机一发！,movie,Movie,confirmed,2006年7月8日,,,7分,7,番组计划平台为 Movie，标题未标为剧场版,no
2006,114373,光之美少女 Splash Star 魔法心跳3D电影,movie,Movie,confirmed,2006年7月14日,,,12分钟,12,番组计划平台为 Movie，标题未标为剧场版,no
2006,332524,,movie,Movie,confirmed,2006年7月15日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
2006,422090,,movie,Movie,confirmed,2006年7月15日,,,51分,51,番组计划平台为 Movie，标题未标为剧场版,no
2006,3030,剧场版宝可梦 超世代: 宝可梦巡护员与苍海的王子 玛纳霏,theatrical,Movie,confirmed,2006年7月15日,韩国|韩国：2006年7月20日；美国|美国：2007年4月03日；台湾|台湾：2008年3月26日（DVD）；香港|香港：2009年12月30日（无线电视翡翠台和高清翡翠台）,,105分钟,105,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,510410,宝可梦 钻石&珍珠：集合！宝可梦星球中心,movie,Movie,confirmed,2006年7月15日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,242,穿越时空的少女,movie,Movie,confirmed,2006年7月15日,,,98分钟,98,番组计划平台为 Movie，标题未标为剧场版,no
2006,79974,粉红街,ova,OVA,not_listed,,,2006年7月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,454808,名侦探柯南 柯南vs基德 漆黑的狙击者,movie,Movie,confirmed,2006年7月28日,,,16分钟,16,番组计划平台为 Movie，标题未标为剧场版,no
2006,514,地海传说,movie,Movie,confirmed,2006年7月29日,,,115 min,115,番组计划平台为 Movie，标题未标为剧场版,no
2006,112455,,ova,OVA,not_listed,,,2006年8月1日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,219875,,ova,OVA,not_listed,,,2006-08-01,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,90612,皮卡丘的淘气岛,movie,Movie,confirmed,2006-08-01,,,00:21:34,,番组计划平台为 Movie，标题未标为剧场版,no
2006,22108,火影忍者剧场版 大兴奋！三日月岛上的动物骚乱,theatrical,Movie,confirmed,2006年8月5日,,,1h35min,35,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,1944,遥远时空中 舞一夜,movie,Movie,confirmed,2006年8月19日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,73259,圆盘皇女 时空与梦想的银河之宴,ova,OVA,not_listed,,,2006年8月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,2171,天翔少女 OVA,ova,OVA,not_listed,,,2006年8月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,7654,鬼公子炎魔,ova,OVA,not_listed,,,2006年8月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,99255,宝可梦 不可思议的迷宫: 救助队出动！,ova,OVA,not_listed,,,2006-09-08,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,61566,克拉斯特学院 OVA,ova,OVA,not_listed,,,2006年9月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,48994,星空防卫队 Advance 完结篇,ova,OVA,not_listed,,,2006年9月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,37065,百变之星 妙啊！妙！,ova,OVA,not_listed,,,2006年9月27日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,68741,永远之法,movie,Movie,confirmed,2006年9月30日,,,115m,,番组计划平台为 Movie，标题未标为剧场版,no
2006,5998,飞跃巅峰2！剧场版,theatrical,Movie,confirmed,2006年10月1日,,,95 min,95,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,5997,飞跃巅峰！剧场版,theatrical,Movie,confirmed,2006年10月1日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2006,57105,飞跃巅峰！飞跃巅峰2！合体剧场版,theatrical,Movie,confirmed,2006年10月1日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2006,112660,不可思议猫森林,movie,Movie,confirmed,2006年10月14日,,,81分钟,81,番组计划平台为 Movie，标题未标为剧场版,no
2006,17120,魔法老师涅吉!?春,ova,OVA,not_listed,,,2006年10月25日,25分钟,25,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2006,9733,初夏,ova,OVA,not_listed,,,2006年10月27日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,332528,,ova,OVA,not_listed,,,2006-11-15,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,220047,,ova,OVA,not_listed,,,2006-11-22,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,17121,魔法老师涅吉!?夏,ova,OVA,not_listed,,,2006年11月22日,28分钟,28,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2006,4192,,ova,OVA,not_listed,,,2006-11-24,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,3944,舞-乙HiME Zwei,ova,OVA,not_listed,,,2006年11月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,841,红辣椒,movie,Movie,confirmed,2006年11月25日,,,90分,90,番组计划平台为 Movie，标题未标为剧场版,no
2006,4216,圣母在上 第3季,ova,OVA,not_listed,,,2006年11月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,534102,,ova,OVA,not_listed,,,2006年12月08日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,332529,我们，朋友！,ova,OVA,not_listed,,,2006年12月08日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,1868,灼眼的夏娜 恋爱和温泉校外学习,ova,OVA,not_listed,,,2006年12月8日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,3140,数码宝贝拯救队 究极力量!爆裂形态发动!!,theatrical,Movie,confirmed,2006年12月9日,,,20分钟,20,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,4398,电影 光之美少女 Splash Star 千钧一发！,theatrical,Movie,confirmed,2006年12月9日,,,約50分,50,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,212176,追逐拍摄的可玛猫,movie,Movie,confirmed,2006年12月9日,,,60分,60,番组计划平台为 Movie，标题未标为剧场版,no
2006,20234,圣斗士星矢 冥界篇 后章,ova,OVA,not_listed,,,2006年12月15日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,2905,动物之森,theatrical,Movie,confirmed,2006年12月16日,,,87分钟,87,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,1220,现视研 OVA,ova,OVA,not_listed,,,2006年12月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,189665,回转东京,movie,Movie,confirmed,2006年12月23日,,,76分钟,76,番组计划平台为 Movie，标题未标为剧场版,no
2006,6437,恶童,movie,Movie,confirmed,2006年12月23日,,,111分钟,111,番组计划平台为 Movie，标题未标为剧场版,no
2007,162043,航海王：宇宙！星空岛编,movie,Movie,confirmed,2007年5月,,,29分,29,番组计划平台为 Movie，标题未标为剧场版,no
2007,333054,如向日葵,ova,OVA,not_listed,,,2007,42分钟,42,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2007,35861,强袭魔女 OVA,ova,OVA,not_listed,,,2007年1月1日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,333055,欺凌是坏事,ova,OVA,not_listed,,,2007,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,49267,银河铁道物语 被遗忘时间的惑星,ova,OVA,not_listed,,,2007年1月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,78823,Happiness! 渡良濑准华丽的一天,ova,OVA,not_listed,,,2007年1月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,56665,鸟之歌,ova,OVA,not_listed,,,2007年1月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,147324,黑暗法师,ova,OVA,not_listed,,,2007年1月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,7104,没有钱,ova,OVA,not_listed,,,2007年2月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,61534,JOJO的奇妙冒险 幻影血脉,movie,Movie,confirmed,2007年2月17日,,,91分钟,91,番组计划平台为 Movie，标题未标为剧场版,no
2007,7360,冬之蝉,ova,OVA,not_listed,,,2007年2月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,118572,真救世主传说 北斗神拳 尤莉娅传,ova,OVA,not_listed,,,2007-02-23,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,693,草莓棉花糖 OVA 第1期,ova,OVA,not_listed,,,2007年2月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,8883,,ova,OVA,not_listed,,,2007年2月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,927,秒速5厘米,movie,Movie,confirmed,2007年3月3日,,,约63分钟,63,番组计划平台为 Movie，标题未标为剧场版,no
2007,1999,航海王：阿拉巴斯坦战记 沙漠王女与海盗们,movie,Movie,confirmed,2007年3月3日,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
2007,82729,阿拉蕾 马西利特博士,movie,Movie,confirmed,2007年3月3日,,,5分钟,5,番组计划平台为 Movie，标题未标为剧场版,no
2007,475,哆啦A梦：大雄的奇幻大冒险,theatrical,Movie,confirmed,2007年3月10日,,,112分钟,112,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,38121,名侦探柯南 来自阿笠的挑战书！阿笠VS柯南&少年侦探团,ova,OVA,not_listed,,,2007年3月14日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,127131,,theatrical,Movie,confirmed,2007-03-15,,,90分,90,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,3762,超剧场版 Keroro军曹2 深海的公主,theatrical,Movie,confirmed,2007年3月17日,,,80分钟,80,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,692386,,ova,OVA,not_listed,,,2007年3月21日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,238455,,movie,Movie,confirmed,2007年3月21日,,,50分钟,50,番组计划平台为 Movie，标题未标为剧场版,no
2007,37870,寒蝉鸣泣之时外传 猫杀篇,ova,OVA,not_listed,,,2007年3月21日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,102313,时尚魔女LOVE & BERRY~幸福的魔法,movie,Movie,confirmed,2007-03-21,,,51分,51,番组计划平台为 Movie，标题未标为剧场版,no
2007,11114,停驻你心门,ova,OVA,not_listed,,,2007年3月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,45375,爆裂天使INFINITY,ova,OVA,not_listed,,,2007年3月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,652822,银河铁道物语 被遗忘时间的惑星 剧场版,theatrical,Movie,confirmed,2007年3月24日,,,90分钟,90,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,37264,铁人28号 白昼之残月,movie,Movie,confirmed,2007年3月31日,,,95分,95,番组计划平台为 Movie，标题未标为剧场版,no
2007,20934,樱花大战 纽约,ova,OVA,not_listed,,,2007年4月4日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,139377,故乡之歌,movie,Movie,confirmed,2007年4月7日,,,98分钟,98,番组计划平台为 Movie，标题未标为剧场版,no
2007,90223,名侦探柯南 MAGIC FILE,ova,OVA,not_listed,,,2007年4月11日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,2977,名侦探柯南 绀碧之棺,movie,Movie,confirmed,2007年4月21日,,,107分钟,107,番组计划平台为 Movie，标题未标为剧场版,no
2007,1949,奇诺之旅 疾病之国 -为了你-,movie,Movie,confirmed,2007年4月21日,,,29 min,29,番组计划平台为 Movie，标题未标为剧场版,no
2007,1862,灼眼的夏娜 剧场版,theatrical,Movie,confirmed,2007年4月21日,,,87分钟,87,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,43386,犬神 剧场版,theatrical,Movie,confirmed,2007年4月21日,,,30分,30,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2007,8996,蜡笔小新：小白的屁屁炸弹,movie,Movie,confirmed,2007年4月21日,,,102分钟,102,番组计划平台为 Movie，标题未标为剧场版,no
2007,118573,真救世主传说 北斗神拳 拉奥传 激斗之章,movie,Movie,confirmed,2007年4月28日,,,90分,90,番组计划平台为 Movie，标题未标为剧场版,no
2007,55254,,ova,OVA,not_listed,,,2007年5月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,25485,新SOS大东京探险队,movie,Movie,confirmed,2007年5月19日,,,40分钟,40,番组计划平台为 Movie，标题未标为剧场版,no
2007,234731,火影忍者 隐蔽瀑布处的战斗，我是英雄,ova,OVA,confirmed,2003年12月20日,,2007年5月19日,40分钟,40,番组计划平台为 OVA，同时记录了院线上映日期,no
2007,88562,第一届东方M-1漫才大赛,ova,OVA,not_listed,,,2007年5月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,103708,精灵宝可梦 3D冒险2 皮卡丘的海底大冒险,movie,Movie,confirmed,2007-05-20,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2007,4008,,ova,OVA,not_listed,,,2007年5月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,22601,创星的大天使,ova,OVA,not_listed,,,2007年5月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,527254,天使特警2 样片,ova,OVA,not_listed,,,2007年5月25日,7分钟,7,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2007,10598,高地人：复仇之旅,movie,Movie,confirmed,2008年7月5日（日本）,,2007年6月5日（美国DVD发行）,86分钟、96分钟（导演剪辑版）,86,番组计划平台为 Movie，标题未标为剧场版,no
2007,3014,仙乐传说 西尔瓦蓝特篇,ova,OVA,not_listed,,,2007年6月8日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2007,59919,赤色挽歌,ova,OVA,not_listed,,,2007年6月21日,26分30秒,26,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2007,239320,高达SEED 原创角色剧场,ova,OVA,not_listed,,,2007年6月22日,16:45,,番组计划平台为 OVA，且有光碟/影像制品发售记录,no
2007,20709,依巴拉度～时间篇,ova,OVA,not_listed,,,2007年7月4日,30分15秒,30,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
